AB.A.delta.h.T3,AB.A.delta.l.T4,AB.A.delta.c.F7,AB.A.delta.g.F8,AB.B.theta.h.T3,AB.B.theta.l.T4,AB.B.theta.c.F7,AB.B.theta.g.F8,AB.C.alpha.h.T3,AB.C.alpha.l.T4,AB.C.alpha.c.F7,AB.C.alpha.g.F8,AB.D.beta.h.T3,AB.D.beta.l.T4,AB.D.beta.c.F7,AB.D.beta.g.F8,AB.E.highbeta.h.T3,AB.E.highbeta.l.T4,AB.E.highbeta.c.F7,AB.E.highbeta.g.F8,AB.F.gamma.h.T3,AB.F.gamma.l.T4,AB.F.gamma.c.F7,AB.F.gamma.g.F8,COH.A.delta.h.T3.l.T4,COH.A.delta.c.F7.g.F8,COH.B.theta.h.T3.l.T4,COH.B.theta.c.F7.g.F8,COH.C.alpha.h.T3.l.T4,COH.C.alpha.c.F7.g.F8,COH.D.beta.h.T3.l.T4,COH.D.beta.c.F7.g.F8,COH.E.highbeta.h.T3.l.T4,COH.E.highbeta.c.F7.g.F8,COH.F.gamma.h.T3.l.T4,COH.F.gamma.c.F7.g.F8
16.411027,16.858887,25.721546,33.250557,15.36096,15.620207,22.701903,29.890123,31.201186,43.592679,58.458589,65.835905,24.181937,15.29609,23.385478,20.29104,4.376398,2.311945,4.068595,3.274506,3.170168,1.824043,2.843123,2.090597,9.563232,0.036647,24.411467,28.732748,32.094838,73.788397,20.489175,39.813939,16.057872,18.863681,26.547836,30.802882
13.35541,12.455456,22.829464,32.501986,8.786259,7.209405,12.581297,14.682031,10.728773,9.356806,13.305442,13.094038,4.452175,4.52657,6.415847,9.171754,0.749282,0.775744,1.011791,1.55945,0.474258,0.42817,0.552846,0.70498,4.96091,24.024687,11.331693,35.206894,1.063655,37.450623,1.35899,23.11224,1.951107,12.718806,11.15147,19.180551
10.90015,15.076451,18.245243,14.504867,4.96778,6.527933,7.790008,7.25816,4.892519,5.061536,6.430399,6.151589,8.454881,5.817281,6.644481,6.068258,3.034466,1.56765,2.119687,1.728783,3.918461,1.452177,2.104196,1.474586,4.102599,5.695516,3.986091,8.625061,24.310054,27.781657,22.365553,34.094793,17.704367,20.08231,13.862156,21.076554
7.060596,6.905642,8.41914,8.242274,6.722257,6.047694,8.716424,8.117846,7.930859,8.430181,11.176073,12.004926,3.454831,3.243655,4.457646,4.296364,0.563008,0.527756,0.718449,0.693624,0.311391,0.288445,0.3614,0.34475,11.906047,14.049751,20.427955,27.279155,33.925289,66.694366,14.354999,54.990705,18.550948,48.92489,13.01494,57.186156
10.518777,7.209579,15.154693,16.23343,8.550381,5.229182,10.90158,9.602148,12.08829,8.036649,15.272183,14.333872,9.432832,6.149035,10.847246,9.16188,0.884814,0.658693,1.104031,0.884218,0.467573,0.405294,0.58893,0.539325,6.403357,10.425736,4.295872,27.112764,10.547718,49.475357,23.228691,58.175549,55.502379,65.773729,62.593058,75.00455
5.574304,5.465461,6.966362,7.279041,3.214679,3.88513,5.688297,5.100181,12.755248,22.907453,36.688518,43.167907,9.80113,10.442433,11.833143,13.555964,1.192189,1.101316,0.885942,1.058303,0.812581,0.535018,0.449115,0.498314,37.14681,55.385805,36.371677,53.881254,14.997187,68.122706,32.593314,62.760663,51.52283,61.316545,50.204634,67.012042
6.667495,4.08176,9.588679,7.21416,4.143524,2.28863,5.094374,3.974479,1.16125,0.831773,1.301147,1.187818,2.188597,1.681622,2.383943,2.20891,0.421104,0.243512,0.509733,0.364155,0.190546,0.132143,0.21049,0.210787,3.007761,7.459411,9.392621,23.367079,32.958207,81.478979,2.265782,48.35562,0.476382,32.291265,0.14918,36.070191
8.838595,12.048076,19.987776,14.515485,8.663882,10.983086,17.920736,15.013442,6.307676,8.719209,13.907579,13.880005,3.5269,3.785957,4.376422,4.597194,0.358531,0.494469,0.520707,0.581879,0.203328,0.245556,0.294974,0.260881,16.978796,14.548884,9.935563,23.88667,48.03098,74.466035,10.146817,32.097632,0.75343,9.208359,4.042223,11.370111
18.432702,17.393894,26.839791,22.056465,6.389942,4.26574,9.148833,5.930364,5.855489,4.932317,10.133732,8.81074,10.201624,6.477579,12.81997,7.157216,1.749118,1.534736,2.874338,1.557434,0.929962,0.689028,1.294571,0.621382,20.889159,32.024243,19.13167,49.93522,24.839985,75.918747,35.363266,59.727089,61.701662,71.443462,57.530001,75.040998
11.538512,15.02818,11.82952,15.732909,7.476771,11.82877,8.464975,11.328635,4.718028,7.741076,4.932362,6.468776,6.450048,8.479971,8.312259,9.795523,0.612784,0.669341,0.887486,0.845949,0.378657,0.419898,0.427087,0.41474,9.380608,10.086054,5.871186,11.020487,0.327747,29.705099,5.907762,10.172772,11.774898,7.194339,12.468898,9.106751
21.540912,14.207846,14.579417,13.480711,8.952316,9.815488,8.731788,11.422716,10.293088,14.225161,17.892424,24.516238,8.797953,9.798503,9.134397,10.801688,1.97898,2.043273,2.21628,2.441614,1.794929,1.417549,1.890739,1.751107,4.890805,20.444261,0.264845,42.39848,5.271904,59.64388,2.262735,20.303738,0.209696,16.525456,1.021082,10.930332
6.491921,3.100745,6.572351,4.213103,4.987826,3.464359,5.790677,4.830242,4.498104,3.878426,4.591652,3.747492,4.958438,6.018194,5.752329,5.162015,0.775692,1.092563,1.078898,1.083788,0.432627,0.789244,0.500588,0.608381,36.761325,34.159613,22.900031,34.059474,24.278004,37.20657,35.150036,34.162319,53.954282,45.476201,62.557602,52.171832
12.856882,8.998489,14.076988,10.820736,12.522068,12.099845,19.418688,16.543184,17.651314,13.871162,23.702655,18.669401,7.530375,5.913101,9.21613,7.413498,0.92273,0.787264,1.075188,0.947216,0.490563,0.405717,0.520215,0.460556,17.148436,19.675252,13.827129,25.258009,20.877289,50.873658,9.514835,24.648602,4.711192,10.756741,10.525677,17.259089
4.971592,5.659545,7.355231,7.465321,2.389396,2.535436,3.418849,3.724254,3.494369,1.888267,3.330981,3.269967,2.772833,2.735762,3.324332,3.624643,0.550593,0.401178,0.665829,0.612751,0.285893,0.258967,0.381872,0.440355,4.84588,0.303725,9.4143,11.530045,12.839613,53.370616,8.806192,34.782087,42.741021,52.549311,45.351616,53.535525
13.110554,12.378094,15.64675,13.664552,5.758917,5.678322,7.766967,6.814697,5.267393,5.931903,9.894472,7.929795,5.513289,5.045919,7.295121,6.398131,0.559594,0.479717,0.615702,0.580302,0.358716,0.287385,0.376853,0.342866,41.9565,34.758967,25.501698,49.992052,29.548797,71.656991,24.291647,41.406106,53.716348,54.585096,50.099051,48.27757
11.501283,13.390052,23.537952,20.273635,6.626879,10.270283,12.513065,14.864107,7.32217,11.75251,17.368992,19.155054,3.401349,4.441338,4.076936,5.202385,0.469748,0.4197,0.471644,0.52712,0.242132,0.192384,0.240207,0.253668,3.54534,8.754359,8.90782,31.389978,13.868186,83.311032,1.821112,38.004189,5.245006,25.871421,2.16823,13.94914
12.394277,12.390067,17.84951,16.266633,6.674938,7.283145,9.902899,10.439616,9.048918,9.529322,14.295322,16.037488,3.880467,4.377446,6.338717,6.297938,0.475548,0.496242,0.650354,0.685721,0.282487,0.289688,0.399595,0.386961,1.301023,7.116275,4.197556,12.068384,4.584248,52.104899,5.228554,32.858138,10.593414,14.366445,6.955202,4.845902
4.986523,6.303588,6.629382,9.844944,2.96397,4.211079,4.019492,5.872777,5.320967,8.751848,13.568865,18.178471,7.494719,10.780385,10.844646,12.146479,3.965509,5.346287,5.482348,5.440643,3.055237,3.899548,3.928874,3.923143,57.021415,59.844259,26.791599,44.078327,29.647452,74.322618,19.831365,44.579028,27.017035,32.35007,30.429994,34.34352
8.617063,9.467106,9.718794,10.622416,4.191723,7.366489,6.332977,8.880814,2.906122,5.980577,4.677701,7.493503,2.420764,6.446539,3.968838,7.381472,0.323493,0.669451,0.535316,0.819968,0.189321,0.274758,0.353777,0.415359,23.197228,20.853509,16.327717,29.557751,12.974594,28.600079,5.263057,21.248155,7.752755,17.258836,5.258415,10.779929
7.625532,8.737405,6.422991,3.980495,4.11794,4.099001,3.642556,2.372835,4.301013,3.019266,4.117567,2.990229,8.187238,5.587386,8.174735,5.580836,0.989301,0.706488,1.262637,0.699814,0.656238,0.490734,0.68905,0.543773,52.533653,27.154519,25.273327,27.728347,48.910797,87.165599,27.974316,44.045315,30.247764,33.388094,35.872185,30.958608
5.934473,8.013673,6.992602,12.009236,6.101096,8.346665,7.335292,12.067884,26.086117,35.260992,33.856151,53.847839,10.4438,17.458642,11.979704,19.951282,0.89641,1.130231,0.902029,1.480585,0.602969,0.720884,0.603378,1.019668,6.684163,9.908404,2.595675,14.687434,8.84958,46.718222,4.598034,29.871944,34.049503,45.319983,33.097666,48.362613
11.574104,11.947722,13.958779,20.638129,15.198597,14.742988,24.069916,26.861233,32.621143,24.694995,38.359705,36.491101,5.736357,5.282036,7.653792,8.214142,0.463813,0.394327,0.555933,0.71013,0.195089,0.170843,0.201381,0.295556,12.061408,18.383019,0.239413,32.101724,1.460174,45.778234,2.313263,49.906003,2.322957,49.338227,4.837906,59.023736
3.545067,5.678652,4.87525,6.914154,3.699144,4.118807,5.223663,6.128539,9.779934,9.234946,13.521523,15.438186,8.491067,12.371067,10.855478,12.577773,1.060774,1.440898,1.20115,1.265594,0.513117,0.96382,0.597643,0.669495,35.953042,43.802594,20.666198,44.411346,27.332715,75.830528,10.081382,40.723667,23.241903,37.833368,17.095883,40.437296
8.849651,9.500668,13.652286,24.094496,4.532037,9.28623,16.579002,17.461841,13.107388,23.701147,52.693897,41.203557,4.246153,5.987935,8.773176,10.007958,0.38299,0.557593,0.740004,1.068226,0.154979,0.188115,0.239815,0.450245,11.296526,10.946584,8.012169,26.175724,2.012717,41.768063,13.232823,26.30267,19.204652,27.161984,12.562249,23.862993
6.084709,8.283439,9.031007,11.605911,4.750089,5.751727,6.519044,6.861712,12.501867,18.321642,19.164824,22.860706,3.306942,4.45914,3.78038,5.029728,0.413274,0.933639,0.810462,1.033361,0.919724,1.710315,0.898192,1.691943,0.610538,25.955318,1.555508,54.715009,21.005269,89.500115,4.957906,60.043789,30.379111,47.899835,43.836998,62.716203
11.451697,9.605641,13.925651,10.263299,4.410753,5.365658,6.480204,6.720591,24.281184,19.027435,37.753727,30.677308,5.092359,5.813663,6.165945,7.429512,1.457356,0.757366,1.570379,1.35088,2.065033,0.548309,1.085155,1.016272,1.893617,14.519908,0.533936,22.482478,0.328609,37.225571,2.141293,23.852253,3.273956,25.81519,8.10557,27.060509
7.509552,6.224835,14.094928,8.802664,8.432117,5.536034,15.290947,10.424139,2.196695,2.18846,3.128761,2.725992,2.759213,1.830192,3.471434,2.736724,0.472434,0.416964,0.911463,0.629124,0.706377,0.389908,1.015888,0.728174,10.591512,29.395366,8.242826,45.101747,31.986469,79.487892,10.684511,47.714639,1.936977,4.866644,4.239672,15.953726
28.158009,8.392419,17.942133,7.983127,4.068375,4.992834,6.902881,6.975414,6.697521,8.145899,11.932738,16.849962,11.567516,4.727547,6.399168,6.930543,2.040598,1.329048,1.331269,1.962323,3.867344,1.381262,1.539362,3.034992,33.014048,37.112484,35.037554,43.727349,74.685745,90.335183,36.699741,65.761839,51.165413,55.495678,52.883747,69.042202
6.19304,7.042903,11.099375,11.68299,3.011771,4.664862,5.315754,6.237341,13.77217,24.728367,25.150751,35.060431,4.196443,6.046681,4.7778,6.187098,1.545018,1.489273,1.70655,1.649434,2.643628,2.379765,2.286444,2.812343,73.41485,74.021595,41.904002,69.944826,7.613175,76.183336,2.079857,44.191768,11.903504,38.913121,12.483866,52.801618
14.7306,9.818591,14.127835,14.104544,6.539722,5.016263,9.319666,7.321751,10.009992,14.564808,17.533067,18.653453,15.13052,21.583506,21.558559,23.171728,5.744833,10.214255,8.604964,10.175676,7.840987,15.740824,10.869955,14.425633,16.929916,39.319792,7.007939,41.273093,20.204192,71.773118,3.722756,38.70329,11.169243,25.934178,15.659668,24.992757
8.058488,4.229782,17.184492,9.371059,5.072773,3.646313,8.791207,7.045643,12.772459,7.18226,13.233744,10.381948,11.890408,7.529479,15.462785,10.890128,0.988267,0.688111,1.385087,1.13968,1.055238,1.214296,1.613155,1.683368,3.755263,18.970098,5.561369,46.240342,9.083883,69.876494,2.272484,37.423735,7.947426,38.008568,17.199688,38.988755
5.258567,9.820449,6.090039,5.778488,3.89352,4.750612,4.660041,4.865673,4.920438,3.661112,4.240187,3.690797,9.440537,7.380852,8.657632,8.201156,2.72477,2.296945,2.762205,2.565152,3.847573,3.514517,3.527257,4.351695,21.838823,27.04558,23.525686,51.79132,9.91714,48.769358,24.267698,47.439201,41.82202,48.456795,55.156265,57.992197
5.834938,11.640416,13.639221,18.742313,3.032424,5.182068,6.698617,8.329156,8.850059,25.242656,35.70964,53.603542,3.525532,5.537566,6.643592,9.143894,0.640326,0.805055,0.79936,1.094258,0.860762,0.767067,1.070595,1.109345,4.493865,20.26838,5.183082,31.044001,0.476954,44.779033,0.311196,19.527939,3.878137,16.976777,6.259702,26.769346
5.47772,11.545032,9.294688,28.945275,2.248355,5.564483,3.669301,9.469637,0.93266,2.037974,1.255449,3.913434,2.950674,4.237636,2.835491,6.592853,1.404154,1.261872,0.906832,1.737822,2.098546,1.917056,1.623006,2.727299,21.566505,29.535597,16.242831,27.819056,12.533845,32.528041,6.218073,23.343928,9.537808,14.409512,13.581724,19.439267
9.440859,7.115523,18.104364,12.611843,3.473871,2.804279,4.412219,4.271805,2.905217,2.708168,3.4916,3.680329,5.066774,4.076993,5.474689,4.859799,1.397013,0.92401,1.643674,1.234348,2.282424,1.716504,2.352875,2.133361,22.828346,32.94556,17.763781,40.745187,13.595129,50.712056,19.207476,36.849411,46.113431,49.545715,59.928204,60.378187
6.491219,5.025489,13.018176,7.626611,2.81885,2.133016,4.100484,3.1973,2.619627,1.636097,3.785976,2.558714,5.875944,2.809036,8.310272,6.206734,3.045782,1.284635,4.512355,2.739745,3.941492,2.37191,8.271493,4.96062,9.86266,27.003385,5.182377,31.792216,1.409397,39.405453,3.724428,31.64931,16.617355,22.819098,23.456604,31.059438
4.658429,5.832824,13.91672,12.081887,2.327643,3.830572,6.345349,7.03605,18.291557,13.05558,46.928818,35.562658,6.047002,6.795268,10.608028,11.499608,1.122549,1.366646,1.61787,1.853536,1.605066,1.829017,2.483509,2.923181,3.38231,6.318203,4.808669,22.055322,13.646311,26.31053,6.443846,24.632293,19.138114,21.813948,17.691448,23.700945
8.654109,5.291821,15.042336,15.951712,3.155471,2.187093,6.053498,3.990649,4.742723,2.009092,7.265005,5.077672,2.776469,2.290601,5.704176,3.960196,0.866868,0.703931,1.525774,1.009261,1.070672,0.943341,1.404314,1.173071,14.473661,6.229793,32.002219,42.601089,44.901488,84.615322,22.679554,47.112968,35.335648,39.447193,34.561491,32.0065
8.12271,15.345565,18.926091,31.920881,1.872795,9.84134,7.891932,16.487151,1.301985,6.057774,5.330866,5.49566,13.699691,14.600679,15.107271,16.132345,3.829182,5.571131,5.792213,8.574171,10.034711,8.316217,8.438787,8.819029,18.530826,33.141886,22.675825,60.617132,15.642484,63.833415,7.633017,42.537021,9.477952,22.560789,9.534978,22.700944
5.636357,10.919004,8.930149,10.347706,3.639773,5.709192,6.487228,8.966856,3.141184,4.432254,5.028631,4.735287,3.480087,5.723807,4.503881,4.18731,0.760499,1.448187,1.140785,0.942697,1.245512,3.527443,1.945457,1.215613,17.935185,19.596691,30.264042,35.58201,43.958508,62.02804,23.645136,33.231442,19.438702,27.425578,24.347658,34.943225
4.890292,3.664236,7.850607,5.770442,3.381564,1.992546,4.475778,2.992708,4.469985,2.53408,5.640528,4.417766,3.996607,2.354271,4.835646,2.909625,0.911219,0.599477,1.186342,0.734531,1.083637,0.792001,1.181735,0.854505,5.558257,22.79,2.365744,28.79333,4.739739,45.175948,8.659226,29.254944,23.677093,30.032869,34.808074,43.461509
9.882373,10.025271,11.780814,14.884684,3.697552,4.47566,5.552721,7.437171,4.905859,5.084062,8.528673,10.725851,3.841206,4.347366,5.87902,8.474086,0.838611,0.943574,1.66999,2.673292,0.791775,0.87585,1.404909,2.257278,6.706819,12.40211,7.741744,34.212879,3.661046,38.342005,12.19803,25.831124,34.262269,32.816018,33.965011,24.325207
9.271907,7.435137,6.168331,6.206521,4.453525,3.66965,4.302938,4.152907,2.660616,2.284596,2.406047,2.28686,4.381887,3.758628,3.680946,3.573893,1.939116,1.675183,2.10755,1.995333,2.705154,2.523895,2.423039,2.367065,11.182675,6.091206,33.749912,38.389142,1.000996,62.287704,1.505981,30.266634,3.102266,13.803161,3.73279,11.337881
4.103601,5.897056,10.258901,10.36187,4.682541,7.205013,7.914464,9.355771,6.955299,10.378532,8.626085,11.36636,5.055564,6.851487,4.80128,6.009138,1.587785,1.707003,0.780608,0.910169,2.474133,2.588493,0.855677,0.97643,47.585828,35.022653,50.452125,49.056726,49.19621,56.010277,44.581741,48.131292,43.786019,43.140325,51.136127,50.526686
5.886675,6.348093,7.928687,7.281608,4.811058,4.323886,5.959956,5.550918,5.488309,3.649357,5.443914,4.635816,5.435274,4.33714,6.291976,5.536506,1.122364,1.089657,1.601183,1.445351,1.59256,1.514331,1.904734,1.857553,5.091598,17.252162,5.683986,23.727489,1.217693,12.422334,0.621006,2.643356,0.679146,0.377906,0.326477,0.355507
10.133645,9.203629,17.452789,15.932471,7.294505,5.730945,11.043968,10.593899,5.492275,3.25871,7.234044,5.6562,3.983724,2.499467,5.274416,4.359146,0.451822,0.284539,0.673344,0.546911,0.494756,0.334992,0.77864,0.59441,3.252002,14.046595,4.033508,8.078538,2.139246,21.790869,0.885642,15.274351,14.566962,31.764776,23.868085,39.752387
7.605772,9.036873,21.166967,18.354923,6.511678,10.039097,13.126406,15.057788,34.459106,45.688954,75.061756,83.368864,4.220706,6.217748,6.270093,7.206909,0.452052,0.629536,0.665029,0.693621,0.543348,0.64808,0.812538,0.767288,12.055052,9.398304,17.439477,23.737323,40.162082,70.731656,11.016761,37.239748,2.890031,16.375089,0.7908,7.866085
5.413551,5.052955,11.428976,8.743451,3.761241,2.682526,5.270425,4.165805,2.699004,2.322133,3.81512,3.12919,3.559088,3.055296,4.762656,4.208189,0.580698,0.704325,0.882379,0.889536,0.752974,1.033983,0.775698,1.267595,40.893206,52.476905,31.284443,60.371024,27.772953,70.892076,17.639714,43.909021,37.161382,33.979961,48.472939,44.105731
41.658465,42.953339,62.775437,57.324333,38.056853,24.642024,44.121736,39.28048,90.331458,64.469758,135.697467,107.815901,15.949517,14.468437,17.197199,16.016346,2.202042,2.125683,3.070377,2.498022,3.163471,1.921199,2.771956,2.216675,21.246288,32.37961,13.432331,41.060919,13.994651,57.266527,4.390784,26.465318,16.683546,28.473492,15.744771,30.273305
14.458573,18.240048,23.000027,50.770251,5.494385,8.237739,10.736641,19.306361,6.169802,5.403661,7.665851,9.734965,7.892559,7.074162,10.052987,13.679457,2.902522,2.01177,3.183955,3.823947,3.61262,2.505505,4.278998,4.540382,6.86785,3.551969,2.649473,4.61256,2.497156,19.204134,4.659886,27.772506,10.769416,16.481332,6.603149,13.241189
10.324034,14.068761,19.951421,27.237218,6.565311,14.428876,9.947847,15.542372,6.450812,17.6326,8.565026,10.994042,7.626289,8.848363,8.872866,8.417289,2.32315,2.692279,2.632815,2.25,3.936815,4.432309,4.553349,4.356918,13.984666,16.682971,10.600288,47.346281,20.937346,70.050188,22.619007,39.943106,33.870001,24.668296,39.657673,28.55895
13.578299,8.364132,15.977752,11.612536,10.087179,4.078025,9.599054,5.23874,8.473445,4.630716,9.193563,7.423244,11.456638,5.920124,11.018867,9.814552,1.079701,0.497504,1.17868,0.665308,1.052262,0.652126,0.910868,0.533806,6.053251,70.293765,5.145694,72.56098,7.592076,82.766818,3.297589,64.789184,0.348561,47.250206,2.175133,52.115504
7.972443,13.062918,15.75199,16.64918,6.864299,10.020775,13.031955,12.955795,5.694069,8.615185,10.777213,10.191884,7.985832,7.835445,12.118794,8.951832,1.835468,1.861088,2.073845,1.640266,2.736123,2.88206,2.87265,2.46287,11.207175,35.731149,17.610115,46.452176,49.821399,79.941065,19.532249,51.906247,22.380832,46.004627,29.297799,41.605653
8.917175,8.048774,14.901054,10.240823,3.587526,3.770087,6.526894,5.135125,4.612366,4.955308,7.846069,8.041458,3.263816,6.76142,6.214899,6.190317,1.000968,2.761247,1.988236,1.864686,1.212655,3.514154,1.776117,3.226213,22.101153,35.650372,6.406407,28.500144,3.695636,27.278051,2.021419,17.737496,14.597663,35.734074,30.648124,49.586089
2.128977,4.904125,7.360043,9.129761,1.160988,2.666338,4.360773,4.898601,0.941255,2.818352,3.492593,4.302194,1.854458,4.522892,5.573722,6.012379,0.341742,1.056158,1.027876,1.210394,0.442062,1.498776,1.225695,1.605942,24.676919,28.717301,14.14149,46.101082,4.862657,38.303073,3.862206,28.196587,8.082345,30.720675,7.306377,31.33657
8.257349,8.047456,14.607437,14.700957,3.592859,4.142719,5.732085,6.500006,4.734119,9.321079,10.912528,11.739907,3.284963,9.104224,5.895511,7.765363,0.682257,1.660741,1.069188,1.728524,1.158949,3.348698,1.56027,2.372529,8.189688,14.304183,7.998065,16.994225,6.345007,40.439419,13.713204,40.873526,26.045156,44.644287,31.587489,49.72679
13.331373,11.392644,24.135037,33.146333,5.609965,3.361369,9.792772,5.846681,16.220216,13.03456,27.436479,22.319964,6.422852,5.904102,9.463054,7.287076,1.960027,1.999838,2.582241,2.125204,3.998203,4.006836,4.810355,4.026699,21.28478,19.386255,20.268155,51.871431,37.274972,80.951241,0.908349,19.165006,0.065543,3.784317,9.001248,23.55339
12.267812,9.271729,16.150968,21.587075,9.294994,5.248766,12.620101,15.127455,20.661579,16.029665,23.48159,24.079149,9.028144,4.032515,7.948688,7.377874,2.194905,0.583022,2.163197,1.051972,6.174845,0.875744,5.229671,1.473562,19.926253,44.550372,18.571088,51.070602,24.134619,71.8888,4.509718,32.388751,13.214416,32.299478,22.01086,48.244553
22.991869,14.33572,36.373241,22.368432,14.990927,10.428348,22.025316,18.640792,42.923693,18.70451,71.070137,52.438046,9.428747,6.692293,13.926377,12.844548,0.658962,0.586493,1.27254,1.247139,0.81802,0.716089,1.695214,1.790372,16.496951,98.038026,10.925606,98.598632,16.731862,99.126304,7.505079,97.890624,6.448646,96.540616,12.951384,96.343593
18.424021,19.094502,19.517805,19.42828,13.017812,12.782457,18.979308,14.354886,12.86475,10.716678,17.463642,13.829497,7.298752,7.407756,9.017792,7.965771,1.324119,1.210512,1.708416,1.492673,1.524759,1.533745,1.89079,1.700602,0.515824,3.841114,2.669397,6.434413,0.546246,17.796896,0.901018,14.684044,2.614905,6.711172,4.231657,18.233514
19.739428,16.145242,36.340186,30.332932,7.616823,6.972508,11.731265,11.972086,2.720889,2.033267,4.438816,4.104714,4.09516,2.664288,5.451015,6.00755,0.74973,0.629506,0.851333,1.027129,1.176289,0.952015,1.210083,1.604408,0.486482,13.464298,1.187125,19.54407,23.244503,61.901509,29.330638,53.772592,52.972532,66.262949,55.057827,80.108221
9.845763,11.185944,12.188644,14.136159,7.042476,5.828336,7.071143,7.750613,8.143709,4.786564,6.746758,6.33573,7.255771,4.203044,6.109842,5.311853,1.0378,0.822545,1.032667,0.970858,1.427115,1.029989,1.263812,1.187138,7.588852,33.760459,14.286237,54.511051,10.39309,33.47212,18.364865,54.644486,14.262607,40.85373,16.56472,24.219426
18.381372,14.055487,48.925406,33.389378,9.787937,9.089276,25.0008,17.389685,15.290067,16.552154,41.165736,34.874409,9.895735,14.133448,16.468247,11.197238,2.574266,3.742571,3.342368,1.98458,5.321966,5.01754,4.941877,2.549925,13.347541,7.624532,9.293175,10.014754,6.082433,60.239924,19.043083,33.42179,10.948329,28.436686,25.705267,48.634541
5.702915,10.77605,16.029992,18.778479,2.8455,4.915829,7.541024,7.584193,5.326472,10.686913,12.247579,13.301002,7.049217,9.861718,13.079918,15.187911,1.02855,2.047386,1.822641,2.534672,1.671447,1.873437,1.813221,3.048973,32.094072,62.116349,12.937195,46.264464,16.972306,60.964951,4.150227,21.120253,10.074546,10.654484,28.197262,36.67339
9.579194,10.608345,11.563227,17.100936,6.530209,7.312545,7.796139,9.147148,6.250367,12.367899,9.039391,15.214851,4.374567,4.104277,3.749904,4.338153,1.592682,1.268863,1.39828,1.34163,3.693516,2.744032,2.977611,2.865449,5.465765,8.819437,0.247768,8.388649,2.39671,7.378208,4.533421,16.166928,9.519708,20.664999,17.804736,31.324829
29.444817,26.777652,48.808082,28.124478,20.840956,17.389465,24.112822,17.867296,33.98977,31.567825,36.96189,28.180127,24.819374,14.254952,27.481641,14.46576,3.327814,2.203217,3.692986,2.496948,3.985745,2.186331,2.235467,2.011652,10.724686,5.755492,15.981773,24.719998,1.475538,14.181105,26.13032,36.231924,76.40652,59.289095,79.951106,75.539148
11.358877,22.845033,26.244961,17.026579,7.085953,10.761169,17.118924,11.559281,6.85855,8.737542,13.456685,10.380676,26.298543,19.775515,23.16679,20.525486,5.187412,3.002176,3.214961,2.40316,9.168765,3.796769,3.663676,2.185827,1.733139,21.482866,2.200545,11.118114,7.732107,44.737743,1.452136,43.685287,4.670632,14.176019,2.532239,11.79403
